UDI,Product_ID,Type,Air_temperature_K_,Process_temperature_K_,Rotational_speed_rpm_,Torque_Nm_,Tool_wear_min_,Failure_Type
8347,D 6,L,298.7,309.7,1601,35.7,176,No Failure
8348,D 6,L,298.7,309.6,1665,31.1,178,No Failure
8349,YH 268,M,298.7,309.6,1452,42.7,180,No Failure
8350,YH 268,M,298.7,309.5,1487,33.6,183,No Failure
8351,YH 268,M,298.7,309.6,1382,48.1,186,No Failure
8352,YH 268,M,298.7,309.6,1686,26.2,189,No Failure
8353,D 6,L,298.6,309.6,1491,36.9,192,No Failure
8354,D 6,L,298.7,309.6,1442,55.6,194,No Failure
8355,D 6,L,298.6,309.6,1390,50.3,196,No Failure
8356,D 6,L,298.7,309.6,1502,46.7,198,No Failure
8357,YH 268,M,298.6,309.6,1344,59.4,200,No Failure
8359,D 6,L,298.7,309.7,1547,37.4,0,No Failure
8360,YH 268,M,298.6,309.6,1525,42.4,2,No Failure
8361,D 6,L,298.6,309.6,1540,35.8,5,No Failure
8362,D 6,L,298.6,309.5,1450,44.3,7,No Failure
8363,D 6,L,298.6,309.6,1353,62.5,9,No Failure
8364,D 6,L,298.8,309.7,1582,45,11,No Failure
8365,D 6,L,298.9,309.8,1396,49,13,No Failure
8366,YH 268,M,298.8,309.8,1551,36.6,15,No Failure
8367,YH 268,M,298.9,309.8,1836,22.8,18,No Failure
8368,D 6,L,298.9,309.8,1390,49.9,21,No Failure
8369,D 6,L,298.9,309.8,1534,42.1,23,No Failure
8370,D 6,L,298.8,309.7,1953,20.6,25,No Failure
8371,JSW 30,L,298.8,309.8,1634,33.6,27,No Failure
8372,JSW 30,L,298.7,309.7,1881,21.7,29,No Failure
8373,YH 268,M,298.8,309.7,1448,44.8,31,No Failure
8374,YH 268,M,298.7,309.7,1362,50.5,34,No Failure
8375,JSW 30,L,298.8,309.7,1225,63.4,37,No Failure
8376,YH 268,M,298.8,309.6,1384,48.2,39,No Failure
8377,JSW 30,L,298.8,309.8,1334,49.3,42,No Failure
8378,JSW 30,L,298.8,309.7,1336,50.3,44,No Failure
8379,YH 268,M,298.8,309.9,1331,61.6,46,No Failure
8380,JSW 30,L,298.8,309.9,1629,31.9,49,No Failure
8381,L55560,L,298.9,310,1776,25.7,51,No Failure
8382,SM 2,H,298.8,310,1530,38.3,53,No Failure
8383,JSW 30,L,298.9,310,1719,27.3,58,No Failure
8384,YH 268,M,298.8,309.9,1495,35.2,60,No Failure
8385,JSW 30,L,298.8,309.7,1450,43.1,63,No Failure
8386,SM 2,H,298.8,309.8,1563,38.8,65,No Failure
8387,YH 268,M,298.9,309.9,1501,37.1,70,No Failure
8388,JSW 30,L,298.8,309.9,1351,47.2,73,No Failure
8389,JSW 30,L,298.9,309.9,1365,46.5,75,No Failure
8390,JSW 30,L,298.8,309.9,1525,39.7,77,No Failure
8391,YH 268,M,298.8,309.8,1288,61.9,79,No Failure
8392,JSW 30,L,298.6,309.6,1423,42.7,82,No Failure
8393,YH 268,M,298.5,309.6,1502,39.4,84,No Failure
8394,L55561,L,298.5,309.5,1428,43.5,87,No Failure
8395,YH 268,M,298.6,309.5,1566,38.1,89,No Failure
8396,YH 268,M,298.5,309.5,1483,44.8,92,No Failure
8397,SM 2,H,298.6,309.6,1593,33.3,95,No Failure
8398,JSW 30,L,298.5,309.6,1724,26.4,100,No Failure
8399,JSW 30,L,298.5,309.7,2617,12.1,102,Power Failure
8400,JSW 30,L,298.6,309.7,1294,59.4,104,No Failure
8401,JSW 30,L,298.6,309.6,1533,40.7,106,No Failure
8402,SM 2,H,298.5,309.4,1671,31.8,108,No Failure
8403,JSW 30,L,298.5,309.5,1370,52.4,113,No Failure
8404,JSW 30,L,298.5,309.6,1462,45.1,115,No Failure
8405,L55562,L,298.4,309.5,1545,36.6,117,No Failure
8406,YH 268,M,298.4,309.5,1484,41.7,119,No Failure
8407,YH 268,M,298.4,309.5,1344,45.3,122,No Failure
8408,JSW 30,L,298.4,309.5,1357,50.1,125,No Failure
8409,YH 268,M,298.5,309.6,1572,33,127,No Failure
8410,JSW 30,L,298.5,309.6,1861,26.9,130,No Failure
8411,JSW 30,L,298.5,309.5,1548,44.5,132,No Failure
8412,JSW 30,L,298.6,309.8,1496,37.7,134,No Failure
8413,YH 268,M,298.6,309.7,1314,49.7,136,No Failure
8414,YH 268,M,298.6,309.7,1422,49.7,139,No Failure
8415,JSW 30,L,298.6,309.8,1842,20.1,142,No Failure
8416,YH 268,M,298.7,309.9,1434,53,144,No Failure
8417,YH 268,M,298.8,310.1,1585,31.3,147,No Failure
8418,SM 2,H,298.8,310.1,1704,30.7,150,No Failure
8419,JSW 30,L,298.9,310.2,1971,23.2,155,No Failure
8420,L55563,L,299,310.3,1431,39.9,157,No Failure
8421,JSW 30,L,298.9,310.4,1546,37.7,159,No Failure
8422,JSW 30,L,298.9,310.3,1496,36.3,161,No Failure
8423,SM 2,H,298.9,310.3,1243,63,163,No Failure
8424,JSW 30,L,299,310.4,1452,46.2,168,No Failure
8425,JSW 30,L,299.1,310.6,1380,44.7,170,No Failure
8426,JSW 30,L,299.2,310.6,1567,38.4,172,No Failure
8427,JSW 30,L,299.1,310.5,1628,35.9,174,No Failure
8428,L55564,L,299.1,310.4,1505,46.1,176,No Failure
8429,YH 268,M,299,310.3,1827,28,178,No Failure
8430,JSW 30,L,299,310.3,1577,40,181,No Failure
8431,JSW 30,L,298.9,310.2,1304,57.2,183,No Failure
8432,SM 2,H,298.9,310.1,1324,54.6,185,No Failure
8433,JSW 30,L,298.8,310,1537,39.9,190,No Failure
8434,YH 268,M,298.8,310.1,1501,48.7,192,No Failure
8435,YH 268,M,298.7,309.9,1654,29.1,195,No Failure
8436,YH 268,M,298.7,310,1519,38.1,198,No Failure
8437,JSW 30,L,298.7,309.9,1371,51.3,201,No Failure
8438,JSW 30,L,298.7,309.8,1181,65.9,203,Overstrain Failure
8439,JSW 30,L,298.6,309.8,1469,42.8,205,No Failure
8440,L55565,L,298.6,309.8,1637,34.6,207,No Failure
8441,JSW 30,L,298.6,309.8,1370,56,0,No Failure
8442,JSW 30,L,298.6,309.9,1630,30.6,2,No Failure
8443,JSW 30,L,298.6,310,1517,39,4,No Failure
8444,YH 268,M,298.6,309.9,1668,32.3,6,No Failure
8445,YH 268,M,298.6,309.9,1818,24.9,9,No Failure
8446,YH 268,M,298.6,310,1541,36.9,12,No Failure
8447,JSW 30,L,298.5,309.9,1482,42.1,15,No Failure
8448,JSW 30,L,298.6,310.1,1439,49.9,17,No Failure
8449,JSW 30,L,298.5,310,1492,41.2,19,No Failure
8450,L55566,L,298.4,309.9,1725,27.8,21,No Failure
8451,JSW 30,L,298.4,310,1559,44.2,23,No Failure
8452,JSW 30,L,298.5,310,1435,42.5,25,No Failure
8453,YH 268,M,298.6,310,1512,37.5,27,No Failure
8454,JSW 30,L,298.6,309.9,1564,37.1,30,No Failure
8455,JSW 30,L,298.6,310,1522,40.3,32,No Failure
8456,JSW 30,L,298.6,309.9,1356,59.5,34,No Failure
8457,JSW 30,L,298.6,309.9,1556,38.6,36,No Failure
8458,L55567,L,298.6,309.9,1393,45.5,38,No Failure
8459,JSW 30,L,298.7,309.9,1753,26.8,40,No Failure
8460,JSW 30,L,298.7,309.9,1651,29.5,42,No Failure
8461,JSW 30,L,298.7,309.9,1372,54.7,44,No Failure
8462,JSW 30,L,298.7,309.9,1446,43.3,46,No Failure
8463,YH 268,M,298.7,309.8,1501,44.7,48,No Failure
8464,YH 268,M,298.7,309.9,1411,45.1,51,No Failure
8465,SM 2,H,298.6,309.7,1672,27.5,54,No Failure
8466,YH 268,M,298.7,309.8,1475,40.5,59,No Failure
8467,JSW 30,L,298.7,309.8,1469,38.4,62,No Failure
8468,JSW 30,L,298.6,309.8,1704,28.3,64,No Failure
8469,SM 2,H,298.6,309.7,1463,39.1,66,No Failure
8470,YH 268,M,298.6,309.7,1280,64.1,71,No Failure
8471,L55568,L,298.7,309.9,1464,38,74,No Failure
8472,JSW 30,L,298.6,309.8,1332,46.4,76,No Failure
8473,JSW 30,L,298.5,309.7,1634,37.8,78,No Failure
8474,YH 268,M,298.6,309.8,1430,43.1,80,No Failure
8475,YH 268,M,298.5,309.7,1523,44.6,83,No Failure
8476,YH 268,M,298.5,309.7,1557,37.7,86,No Failure
8477,JSW 30,L,298.5,309.6,1585,32.2,89,No Failure
8478,SM 2,H,298.5,309.6,1579,33.5,91,No Failure
8479,YH 268,M,298.5,309.7,1354,60.8,96,No Failure
8480,JSW 30,L,298.6,309.7,1627,33.4,99,No Failure
8481,JSW 30,L,298.4,309.6,1477,35.6,101,No Failure
8482,YH 268,M,298.3,309.4,1595,29,103,No Failure
8483,JSW 30,L,298.4,309.5,1520,38.1,106,No Failure
8484,L55569,L,298.3,309.4,1618,31.5,108,No Failure
8485,JSW 30,L,298.4,309.5,1397,50.3,110,No Failure
8486,JSW 30,L,298.4,309.5,1450,47.9,112,No Failure
8487,YH 268,M,298.5,309.5,1501,40.2,114,No Failure
8488,JSW 30,L,298.4,309.4,1392,50.1,117,No Failure
8489,JSW 30,L,298.4,309.4,1385,43.2,119,No Failure
8490,JSW 30,L,298.4,309.4,1461,46.3,121,No Failure
8491,YH 268,M,298.5,309.6,1364,58.7,123,No Failure
8492,JSW 30,L,298.5,309.5,1579,38.6,126,No Failure
8493,YH 268,M,298.4,309.5,1514,38.8,128,No Failure
8494,YH 268,M,298.3,309.5,1560,36.9,131,No Failure
8495,L55570,L,298.3,309.5,1542,36.7,134,No Failure
8496,JSW 30,L,298.3,309.4,1668,27.1,136,No Failure
8497,YH 268,M,298.3,309.4,1816,22.6,138,No Failure
8498,YH 268,M,298.3,309.4,1509,34.2,141,No Failure
8499,JSW 30,L,298.4,309.6,1479,37.8,144,No Failure
8500,JSW 30,L,298.4,309.6,1655,30.2,146,No Failure
8501,JSW 30,L,298.3,309.5,1711,30.3,148,No Failure
8502,JSW 30,L,298.4,309.7,1581,34.6,150,No Failure
8503,SM 2,H,298.6,309.8,1279,55.9,152,No Failure
8504,JSW 30,L,298.5,309.8,1468,40.9,157,No Failure
8505,L55571,L,298.4,309.7,1419,41.3,159,No Failure
8506,JSW 30,L,298.4,309.7,1530,38.6,161,No Failure
8508,JSW 30,L,298.4,309.7,1518,39.8,165,No Failure
8509,YH 268,M,298.4,309.7,1679,33.3,167,No Failure
8510,YH 268,M,298.4,309.7,1870,22.5,170,No Failure
8511,JSW 30,L,298.3,309.7,1484,44.3,173,No Failure
8512,JSW 30,L,298.4,309.7,1457,44.2,175,No Failure
8513,SM 2,H,298.3,309.6,1546,36.2,177,No Failure
8514,YH 268,M,298.2,309.5,1478,36.5,182,No Failure
8515,JSW 30,L,298.2,309.4,1447,47.1,185,No Failure
8516,JSW 30,L,298.2,309.4,1443,45.4,187,No Failure
8517,L55572,L,298.3,309.6,1527,30.9,189,No Failure
8518,YH 268,M,298.3,309.6,1469,54.8,191,No Failure
8519,YH 268,M,298.3,309.6,1681,27.1,194,No Failure
8520,JSW 30,L,298.3,309.6,1420,44.1,197,No Failure
8521,YH 268,M,298.3,309.5,1543,49.9,199,No Failure
8522,JSW 30,L,298.4,309.5,1376,50.4,202,No Failure
8523,SM 2,H,298.3,309.4,1631,29.8,0,No Failure
8524,SM 2,H,298.3,309.3,1529,41.7,5,No Failure
8525,JSW 30,L,298.3,309.4,1468,46.2,10,No Failure
8526,JSW 30,L,298.3,309.4,1378,52.3,12,No Failure
8527,JSW 30,L,298.3,309.3,1401,51.9,14,No Failure
8528,JSW 30,L,298.4,309.3,1531,37.4,16,No Failure
8529,L55573,L,298.4,309.3,1512,35.8,18,No Failure
8530,YH 268,M,298.5,309.4,1522,47.4,20,No Failure
8531,YH 268,M,298.5,309.3,1615,31.8,23,No Failure
8532,JSW 30,L,298.6,309.3,1449,46.5,26,No Failure
8533,JSW 30,L,298.6,309.4,1315,55.5,28,No Failure
8534,YH 268,M,298.6,309.4,1465,41.1,30,No Failure
8535,YH 268,M,298.6,309.5,1404,43.3,33,No Failure
8536,JSW 30,L,298.6,309.5,1547,44.8,36,No Failure
8537,YH 268,M,298.6,309.5,1426,45.4,38,No Failure
8538,JSW 30,L,298.6,309.5,1730,30.2,41,No Failure
8539,JSW 30,L,298.5,309.4,1548,37.7,43,No Failure
8540,JSW 30,L,298.5,309.4,1517,40.2,45,No Failure
8541,L55574,L,298.6,309.5,1687,29.3,47,No Failure
8542,JSW 30,L,298.5,309.5,1738,25.2,49,No Failure
8543,SM 2,H,298.4,309.4,1512,35.3,51,No Failure
8544,YH 268,M,298.5,309.4,1365,48.7,56,No Failure
8545,SM 2,H,298.5,309.4,2011,21,59,No Failure
8546,JSW 30,L,298.4,309.3,1806,27.6,64,No Failure
8547,JSW 30,L,298.4,309.3,1716,28.4,66,No Failure
8548,YH 268,M,298.4,309.4,1666,24.3,68,No Failure
8549,JSW 30,L,298.5,309.4,1578,36.3,71,No Failure
8550,JSW 30,L,298.3,309.3,1558,37.2,73,No Failure
8551,JSW 30,L,298.3,309.2,1456,45.5,75,No Failure
8552,YH 268,M,298.2,309.1,1457,49,77,No Failure
8553,L55575,L,298.2,309.1,1467,44.5,80,No Failure
8554,YH 268,M,298.1,309,1661,38.2,82,No Failure
8555,JSW 30,L,298.1,309,1592,33.9,85,No Failure
8556,JSW 30,L,298.2,309,1596,37.2,87,No Failure
8557,JSW 30,L,298.2,309,1489,40.6,89,No Failure
8558,JSW 30,L,298.3,309,1471,48.3,91,No Failure
8559,YH 268,M,298.3,309,1505,41.3,93,No Failure
8560,JSW 30,L,298.3,309,1519,40,96,No Failure
8561,JSW 30,L,298.3,309,1408,45.4,98,No Failure
8562,L55576,L,298.2,308.9,1332,44.4,100,No Failure
8563,JSW 30,L,298.1,308.9,1351,52.4,102,No Failure
8564,JSW 30,L,298,308.9,1500,36.7,104,No Failure
8565,YH 268,M,298,308.7,1614,30.7,106,No Failure
8566,JSW 30,L,298,308.8,1489,36.5,109,No Failure
8567,YH 268,M,297.9,308.7,1751,26.6,111,No Failure
8568,JSW 30,L,298,308.7,1511,45.8,114,No Failure
8569,JSW 30,L,297.9,308.6,1691,29.6,116,No Failure
8570,JSW 30,L,297.9,308.6,1757,27.5,118,No Failure
8571,SM 2,H,297.9,308.7,1545,35.9,120,No Failure
8572,L55577,L,297.9,308.6,2262,15.7,125,No Failure
8573,YH 268,M,297.7,308.5,1559,35.2,127,No Failure
8574,JSW 30,L,297.6,308.4,1626,32.4,130,No Failure
8575,JSW 30,L,297.6,308.3,1424,53.9,132,No Failure
8576,YH 268,M,297.6,308.3,1648,29.1,134,No Failure
8577,JSW 30,L,297.6,308.3,1523,39.5,137,No Failure
8578,JSW 30,L,297.6,308.3,1502,43.2,139,No Failure
8579,JSW 30,L,297.5,308.2,1489,40.7,141,No Failure
8580,YH 268,M,297.4,308.1,1620,31.2,143,No Failure
8581,JSW 30,L,297.5,308.1,1631,30.6,146,No Failure
8582,YH 268,M,297.5,308,1429,45.8,148,No Failure
8583,YH 268,M,297.5,308.1,1334,72,151,Power Failure
8584,L55578,L,297.4,308,1423,38,154,No Failure
8585,JSW 30,L,297.4,307.9,1390,47.7,156,No Failure
8586,YH 208,M,297.4,307.9,1338,48.5,158,No Failure
8587,SM 2,H,297.3,307.9,1461,37.5,161,No Failure
8588,YH 208,M,297.4,307.9,1627,34.3,166,No Failure
8589,JSW 30,L,297.3,307.8,1385,44.4,169,No Failure
8590,YH 208,M,297.3,307.8,1538,48,171,No Failure
8591,JSW 30,L,297.4,307.9,1557,35.5,174,No Failure
8592,JSW 30,L,297.4,307.9,1606,33.4,176,No Failure
8593,YH 208,M,297.5,308,1430,44.5,178,No Failure
8594,YH 208,M,297.4,308,1601,34.6,181,No Failure
8595,JSW 30,L,297.4,308,1356,51.9,184,No Failure
8596,YH 208,M,297.5,308.2,1624,30.9,186,No Failure
8597,JSW 30,L,297.5,308.2,1327,56.5,189,No Failure
8598,L55579,L,297.6,308.3,1410,47,191,No Failure
8599,JSW 30,L,297.6,308.3,1478,42.3,193,No Failure
8600,JSW 30,L,297.6,308.4,1460,40.3,195,No Failure
8601,JSW 30,L,297.5,308.3,1435,40.3,197,No Failure
8602,SM 2,H,297.4,308.2,1359,46.9,199,No Failure
8603,JSW 30,L,297.4,308.1,1729,31.7,204,No Failure
8604,SM 2,H,297.3,308,1384,49.1,206,No Failure
8605,JSW 30,L,297.4,308.2,1297,52.1,211,No Failure
8606,JSW 30,L,297.5,308.4,1633,33.3,213,No Failure
8607,YH 208,M,297.5,308.4,1505,37.2,215,No Failure
8608,L55580,L,297.5,308.4,1433,50,218,No Failure
8609,JSW 30,L,297.4,308.4,1369,50.6,220,Overstrain Failure
8611,JSW 30,L,297.4,308.3,1561,38.3,0,No Failure
8612,JSW 30,L,297.4,308.3,1472,45.5,2,No Failure
8613,JSW 30,L,297.5,308.4,1441,44.5,4,No Failure
8614,YH 208,M,297.5,308.5,1401,50.5,6,No Failure
8615,JSW 30,L,297.5,308.5,1691,33.1,9,No Failure
8616,JSW 30,L,297.6,308.6,1382,47.1,11,No Failure
8617,L55581,L,297.6,308.6,1355,46.4,13,No Failure
8618,JSW 30,L,297.6,308.6,1529,45.3,15,No Failure
8619,JSW 30,L,297.7,308.7,1829,24.9,17,No Failure
8620,SM 2,H,297.6,308.6,1480,39.8,19,No Failure
8621,JSW 30,L,297.6,308.5,1475,42.4,24,No Failure
8622,YH 208,M,297.6,308.5,1431,52.6,26,No Failure
8623,JSW 30,L,297.5,308.3,1437,42.3,29,No Failure
8624,YH 208,M,297.5,308.3,1476,45.6,31,No Failure
8625,SM 2,H,297.5,308.4,1490,39.7,34,No Failure
8626,JSW 30,L,297.4,308.3,1632,33.5,39,No Failure
8627,JSW 30,L,297.4,308.2,1402,49.7,41,No Failure
8628,L55582,L,297.4,308.3,1347,45.8,43,No Failure
8629,JSW 30,L,297.5,308.4,1747,31,45,No Failure
8630,SM 2,H,297.5,308.5,1557,39.1,47,No Failure
8631,JSW 30,L,297.4,308.4,1371,57.4,52,No Failure
8632,SM 2,H,297.3,308.3,1506,37,54,No Failure
8633,JSW 30,L,297.3,308.3,1590,35.5,59,No Failure
8634,JSW 30,L,297.4,308.3,1336,53.7,61,No Failure
8635,JSW 30,L,297.3,308.3,1411,43.2,63,No Failure
8636,JSW 30,L,297.4,308.3,1704,27.3,65,No Failure
8637,L55583,L,297.5,308.4,1723,27.3,67,No Failure
8638,JSW 30,L,297.5,308.5,1459,39.7,69,No Failure
8639,JSW 30,L,297.6,308.5,1572,35.9,71,No Failure
8640,JSW 30,L,297.5,308.4,1384,56,73,No Failure
8641,JSW 30,L,297.6,308.6,1383,47.5,75,No Failure
8642,YH 208,M,297.6,308.5,1360,48.6,77,No Failure
8643,YH 208,M,297.5,308.4,1596,36.6,80,No Failure
8644,JSW 30,L,297.5,308.5,1448,54.3,83,No Failure
8645,YH 208,M,297.6,308.5,1443,38.2,85,No Failure
8646,YH 208,M,297.6,308.6,1492,35.5,88,No Failure
8647,JSW 30,L,297.5,308.6,1497,43.9,91,No Failure
8648,L55584,L,297.5,308.5,1530,38.5,93,No Failure
8649,YH 208,M,297.4,308.4,1478,46.2,95,No Failure
8650,JSW 30,L,297.4,308.4,1328,61.8,98,No Failure
8651,SM 2,H,297.4,308.3,1771,27.4,100,No Failure
8652,YH 208,M,297.4,308.4,1564,35,105,No Failure
8653,SM 2,H,297.3,308.3,1461,41.5,108,No Failure
8654,YH 208,M,297.4,308.3,1335,57.9,113,No Failure
8655,YH 208,M,297.4,308.4,1441,46.8,116,No Failure
8656,JSW 30,L,297.3,308.3,1268,60.6,119,No Failure
8657,YH 208,M,297.3,308.3,1697,27.4,121,No Failure
8658,JSW 30,L,297.4,308.4,1421,46,124,No Failure
8659,JSW 30,L,297.4,308.5,1496,36.4,126,No Failure
8660,JSW 30,L,297.5,308.5,1375,55.6,128,No Failure
8661,JSW 30,L,297.4,308.5,1295,52.1,130,No Failure
8662,L55585,L,297.4,308.5,1643,33.8,132,No Failure
8663,JSW 30,L,297.5,308.6,1514,36.9,134,No Failure
8664,JSW 30,L,297.5,308.6,1671,29.4,136,No Failure
8665,SM 2,H,297.5,308.6,1355,58.9,138,No Failure
8666,JSW 30,L,297.6,308.7,1365,50.6,143,No Failure
8667,JSW 30,L,297.5,308.7,1407,42.5,145,No Failure
8668,YH 208,M,297.5,308.8,1455,46.1,147,No Failure
8669,JSW 30,L,297.5,308.8,1502,45.9,150,No Failure
8670,YH 208,M,297.5,308.8,1471,52.3,152,No Failure
8671,JSW 30,L,297.5,308.9,1581,30.4,155,No Failure
8672,L55586,L,297.5,308.8,1530,37.8,157,No Failure
8673,JSW 30,L,297.5,308.8,1312,50.3,159,No Failure
8674,JSW 30,L,297.4,308.6,1494,42.6,161,No Failure
8675,YH 208,M,297.4,308.6,1528,29.1,163,No Failure
8676,SM 2,H,297.3,308.6,1688,29.4,166,No Failure
8677,YH 208,M,297.3,308.5,1520,42.4,171,No Failure
8678,YH 208,M,297.3,308.5,1664,28.9,174,No Failure
8679,JSW 30,L,297.3,308.5,1514,44.5,177,No Failure
8680,JSW 30,L,297.3,308.5,1456,54.2,179,No Failure
8681,JSW 30,L,297.2,308.5,1494,39.6,181,No Failure
8682,JSW 30,L,297.2,308.4,1605,30,183,No Failure
8683,YH 208,M,297.2,308.5,1353,46.5,185,No Failure
8684,L55587,L,297.2,308.5,1447,47.9,188,No Failure
8685,JSW 30,L,297.2,308.5,1588,40.4,190,No Failure
8686,SM 2,H,297.2,308.5,1524,41.4,192,No Failure
8687,YH 208,M,297.2,308.5,1611,31.6,197,No Failure
8688,YH 208,M,297.2,308.5,1604,34.9,200,No Failure
8689,JSW 30,L,297.1,308.5,1483,46.9,203,No Failure
8690,JSW 30,L,297.1,308.4,1543,39.6,205,No Failure
8692,JSW 30,L,297.1,308.5,1555,36.2,0,No Failure
8693,JSW 30,L,297.1,308.4,1583,31.9,2,No Failure
8694,YH 208,M,297.2,308.5,1584,40,4,No Failure
8695,JSW 30,L,297.2,308.5,1766,25.8,7,No Failure
8696,YH 208,M,297.2,308.6,1498,44.4,9,No Failure
8697,L55588,L,297.2,308.6,1413,49.8,12,No Failure
8698,JSW 30,L,297.3,308.6,1505,33.5,14,No Failure
8699,SM 2,H,297.3,308.7,1438,46.2,16,No Failure
8700,YH 208,M,297.3,308.7,1655,34.1,21,No Failure
8701,YH 208,M,297.3,308.7,1451,43.8,24,No Failure
8702,YH 208,M,297.3,308.7,1466,38.4,27,No Failure
8703,JSW 30,L,297.2,308.6,1774,23,30,No Failure
8704,YH 208,M,297.2,308.6,1284,51.3,32,No Failure
8705,JSW 30,L,297.1,308.5,1425,40,35,No Failure
8706,JSW 30,L,297.2,308.6,1437,52.4,37,No Failure
8707,JSW 30,L,297.2,308.6,1335,53,39,No Failure
8708,JSW 30,L,297.2,308.5,1471,41.7,41,No Failure
8709,YH 208,M,297.2,308.5,1364,54,43,No Failure
8710,L55589,L,297.1,308.5,1578,35.6,46,No Failure
8711,JSW 30,L,297.1,308.5,1712,32.1,48,No Failure
8712,JSW 30,L,297.1,308.5,1733,28.7,50,No Failure
8713,JSW 30,L,297.2,308.6,1652,32.1,52,No Failure
8714,JSW 30,L,297.2,308.6,1917,24.1,54,No Failure
8715,YH 208,M,297.2,308.6,1444,41.1,56,No Failure
8716,JSW 30,L,297.1,308.6,1442,37.1,59,No Failure
8717,YH 208,M,297.1,308.6,1717,31.3,61,No Failure
8718,JSW 30,L,297.1,308.7,1474,42.3,64,No Failure
8719,L55590,L,297.2,308.7,1509,39.3,66,No Failure
8720,JSW 30,L,297.2,308.8,1451,43.1,68,No Failure
8721,JSW 30,L,297.3,308.8,1554,36.1,70,No Failure
8722,JSW 30,L,297.2,308.7,1669,30.7,72,No Failure
8723,JSW 30,L,297.2,308.6,1366,50.4,74,No Failure
8724,JSW 30,L,297.2,308.6,1578,34.4,76,No Failure
8725,YH 208,M,297.2,308.6,1513,39,78,No Failure
8726,YH 208,M,297.1,308.5,1515,42.1,81,No Failure
8727,JSW 30,L,297.2,308.6,1562,33,84,No Failure
8728,L55591,L,297.2,308.7,1501,38.5,86,No Failure
8729,YH 208,M,297.2,308.7,1398,38.1,88,No Failure
8730,JSW 30,L,297.3,308.7,1352,53.8,91,No Failure
8731,SM 2,H,297.3,308.7,1569,33.9,93,No Failure
8732,SM 2,H,297.2,308.6,1486,46.6,98,No Failure
8733,JSW 30,L,297.2,308.6,1864,23.6,103,No Failure
8734,YH 208,M,297.3,308.7,1447,44.5,105,No Failure
8735,JSW 30,L,297.2,308.6,1392,41.5,108,No Failure
8736,JSW 30,L,297.3,308.6,1358,47.6,110,No Failure
8737,JSW 30,L,297.3,308.7,1491,40.2,112,No Failure
8738,JSW 30,L,297.3,308.7,1556,36.7,114,No Failure
8739,L55592,L,297.3,308.7,1531,36.7,116,No Failure
8740,SM 2,H,297.4,308.7,1429,37.6,118,No Failure
8741,YH 208,M,297.4,308.8,1573,33.9,123,No Failure
8742,JSW 30,L,297.4,308.8,1538,41.2,126,No Failure
8743,JSW 30,L,297.4,308.8,1467,39,128,No Failure
8744,SM 2,H,297.4,308.7,1323,51.1,130,No Failure
8745,YH 208,M,297.4,308.7,1798,23,135,No Failure
8746,JSW 30,L,297.4,308.6,1411,46.3,138,No Failure
8747,JSW 30,L,297.3,308.5,1528,44.5,140,No Failure
8748,JSW 30,L,297.3,308.5,1504,42,142,No Failure
8749,JSW 30,L,297.3,308.5,1384,39.6,144,No Failure
8750,L55593,L,297.2,308.4,1677,26.4,146,No Failure
8751,JSW 30,L,297.3,308.5,1764,30.8,148,No Failure
8752,YH 208,M,297.4,308.5,1472,42,150,No Failure
8753,YH 208,M,297.4,308.5,1465,55.9,153,No Failure
8754,YH 208,M,297.4,308.6,1657,33.1,156,No Failure
8755,JSW 30,L,297.4,308.6,1635,30.5,159,No Failure
8756,YH 208,M,297.4,308.7,1582,31.9,161,No Failure
8757,JSW 30,L,297.5,308.7,1761,26.2,164,No Failure
8758,JSW 30,L,297.5,308.8,1587,34.9,166,No Failure
8759,YH 208,M,297.5,308.7,1446,53,168,No Failure
8760,YH 208,M,297.5,308.7,1352,53,171,No Failure
8761,YH 208,M,297.4,308.7,1392,46.4,174,No Failure
8762,JSW 30,L,297.5,308.8,1417,49.8,177,No Failure
8763,SM 2,H,297.5,308.8,1824,24,179,No Failure
8764,JSW 30,L,297.5,308.8,1603,36.7,184,No Failure
8765,L55594,L,297.4,308.8,1620,33.4,186,No Failure
8766,JSW 30,L,297.4,308.8,1353,49.4,188,No Failure
8767,JSW 30,L,297.5,308.8,1360,50.7,190,No Failure
8768,JSW 30,L,297.5,308.6,1380,53.5,192,No Failure
8769,YH 208,M,297.5,308.7,1363,53.6,194,No Failure
8770,YH 208,M,297.4,308.6,1452,41.2,197,No Failure
8771,JSW 30,L,297.4,308.6,1680,32.8,200,No Failure
8772,JSW 30,L,297.5,308.6,1536,39,202,No Failure
8773,JSW 30,L,297.5,308.6,1621,28.9,0,No Failure
8774,L55595,L,297.5,308.6,1585,37.6,2,No Failure
8775,YH 208,M,297.6,308.7,1408,51.5,4,No Failure
8776,SM 2,H,297.5,308.6,1536,38.7,7,No Failure
8777,JSW 30,L,297.5,308.6,1352,52.6,12,No Failure
8778,SM 2,H,297.5,308.6,1481,38.8,14,No Failure
8779,JSW 30,L,297.5,308.7,1454,45,19,No Failure
8780,YH 208,M,297.5,308.6,1349,51.5,21,No Failure
8781,YH 208,M,297.5,308.6,1327,52.1,24,No Failure
8782,JSW 30,L,297.6,308.7,1552,42.3,27,No Failure
8783,JSW 30,L,297.5,308.7,1456,44.7,29,No Failure
8784,YH 208,M,297.6,308.6,1254,45.8,31,No Failure
